Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1421 114.4383 78.8275 1.495e-15 1.049e-15 3.454e-16 307.1962 661.62
DG1422 113.613 79.0468 5.849e-16 5.295e-16 2.48e-16 121.2546 662.41
DG1423 114.1489 77.9413 6.36e-16 4.908e-16 2.104e-16 104.4691 662.36
DG1424 114.668 79.6437 7.001e-16 4.863e-16 1.884e-16 107.0782 663.69
DG1425 114.1175 77.9901 4.459e-16 4.131e-16 1.644e-16 96.3606 661.46
DG1426 114.0518 80.0999 6.266e-16 4.356e-16 2.247e-16 112.3786 661.23
DG1427 114.2459 78.7254 5.662e-16 3.829e-16 2.109e-16 102.7678 662.34
DG1428 115.1796 78.531 2.858e-16 2.794e-16 1.199e-16 153.8947 662.8
DG1429 114.6933 79.6158 3.389e-16 3.619e-16 1.763e-16 120.1586 662.64
DG1430 114.9777 79.5317 5.012e-16 4.477e-16 2.602e-16 112.9001 664.17
DG1431 114.8893 78.4418 4.966e-16 4.106e-16 1.594e-16 99.7269 661.95
DG1432 114.4082 77.8293 6.122e-16 5.352e-16 1.64e-16 125.3371 661.99
DG1433 113.7092 78.6959 7.713e-16 6.235e-16 3.386e-16 101.0825 661.97
DG1434 114.8537 78.1605 6.404e-16 4.612e-16 2.107e-16 100.6938 663.59
DG1435 114.1115 77.9635 4.562e-16 3.424e-16 1.33e-16 117.3009 662.28
DG1436 114.4187 79.1696 3.721e-16 3.3e-16 1.308e-16 157.057 663.03
DG1437 115.6783 78.7241 8.638e-16 4.964e-16 2.602e-16 125.8353 662.69
DG1438 113.7771 79.7317 6.187e-16 4.717e-16 2.257e-16 103.031 663.12
DG1439 113.468 78.5192 4.868e-16 5.226e-16 2.511e-16 108.3917 660.81
DG1440 115.7996 78.5091 7.515e-16 4.381e-16 2.701e-16 117.8074 662.2
DG1441 114.2183 78.1124 3.899e-16 3.421e-16 1.571e-16 153.4487 663.44
DG1442 114.4698 77.8231 5.159e-16 3.74e-16 1.874e-16 131.9189 661.83
DG1443 114.2525 79.0067 4.533e-16 2.702e-16 1.546e-16 276.1541 662.44
DG1444 115.4286 79.252 3.337e-16 3.071e-16 1.278e-16 143.62 662.53
DG1445 113.8449 79.2177 5.14e-16 4.852e-16 2.001e-16 111.6228 663.07
DG1446 115.246 78.9357 6.916e-16 5.321e-16 2.106e-16 115.3349 660.17
DG1447 114.916 77.8664 4.662e-16 4.589e-16 2.181e-16 104.543 662.53
DG1448 115.5173 79.0714 5.302e-16 4.893e-16 1.668e-16 129.1511 660.86
DG1449 115.1842 78.4393 3.33e-16 2.979e-16 1.148e-16 148.8935 661.6
DG1450 114.9143 79.0107 6.626e-16 4.287e-16 2.473e-16 115.1909 660.61
