Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5042 192.6463 74.2174 5.341e-15 4.247e-15 1.282e-15 683.1056 205.52
DG5043 191.5444 75.1177 6.769e-15 6.574e-15 2.729e-15 383.5461 204.43
DG5044 192.4311 73.1912 5.786e-15 5.41e-15 2.566e-15 314.873 205.21
DG5045 193.4557 73.3135 7.203e-15 6.358e-15 3.179e-15 368.7098 205.16
DG5046 192.1624 74.9068 7.403e-15 5.131e-15 3.081e-15 407.8305 205.14
DG5047 192.3096 73.5427 3.629e-15 3.082e-15 1.699e-15 423.5218 204.82
DG5048 193.111 74.9545 8.083e-15 5.59e-15 2.211e-15 318.6217 204.58
DG5049 191.8023 74.4052 8.07e-15 5.718e-15 2.765e-15 349.1821 204.48
DG5780 226.4429 65.9488 4.591e-15 3.463e-15 1.723e-15 311.256 222.21
DG5781 226.4505 66.1578 3.609e-15 4.759e-15 1.582e-15 310.511 222.12
DG5782 226.6089 66.4115 7.301e-15 4.734e-15 2.427e-15 262.6636 221.92
DG6643 210.5314 71.0576 3.36e-15 2.293e-15 1.324e-15 446.8375 212.08
DG6644 211.003 71.6164 6.096e-15 3.939e-15 2.263e-15 314.5579 211.54
DG6645 210.437 70.4262 3.534e-15 4.13e-15 2.407e-15 325.2535 212.11
DG6646 210.5842 71.2186 5.013e-15 3.923e-15 1.813e-15 351.2732 211.78
DG6647 210.395 70.8624 4.667e-15 4.062e-15 2.233e-15 299.6678 211.75
