Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2599 87.6625 161.0422 1.014e-14 8.209e-15 1.7e-15 552.9688 279.31
DG2600 81.5582 161.0469 2.335e-15 1.929e-15 9.581e-16 299.2042 278.75
DG2601 87.2827 159.2778 3.343e-15 3.825e-15 1.522e-15 233.1717 278.45
DG2602 89.569 160.5583 2.288e-15 2.17e-15 1.038e-15 509.9144 278.05
DG2603 86.7819 161.5488 2.255e-15 2.246e-15 7.433e-16 513.9933 277.78
DG2604 83.7616 159.9487 3.449e-15 3.294e-15 1.314e-15 290.1705 278.53
DG2605 87.4636 159.4245 2.543e-15 1.917e-15 8.813e-16 315.5604 277.56
DG2606 89.8026 161.6557 2.768e-15 3.998e-15 1.045e-15 300.6513 278.61
DG2607 90.1037 160.7511 3.307e-15 2.239e-15 9.9e-16 327.6788 277.61
DG2608 84.262 160.179 2.955e-15 1.742e-15 1.123e-15 406.4756 278.07
DG2609 92.9437 162.958 2.609e-15 2.304e-15 8.399e-16 310.5112 277.91
DG2610 86.2592 161.9896 2.636e-15 1.906e-15 9.113e-16 345.3056 278.5
DG2611 93.193 161.571 4.952e-15 2.843e-15 1.554e-15 342.5721 277.06
DG2612 93.6855 162.3585 3.666e-15 3.139e-15 1.231e-15 243.8265 277.97
DG2613 84.5227 161.4058 2.142e-15 1.519e-15 5.873e-16 304.8661 278.81
DG2614 84.4081 162.471 3.326e-15 3.027e-15 1.385e-15 242.8105 278.07
DG2615 83.0929 161.8994 3.875e-15 2.995e-15 1.55e-15 300.077 278.93
DG2616 89.1482 161.4583 5.39e-15 3.501e-15 1.504e-15 325.7693 278.05
DG2617 91.0256 160.4286 3.634e-15 2.804e-15 1.398e-15 353.8488 278.08
DG2618 87.0358 160.7699 5.214e-15 2.909e-15 1.342e-15 227.4232 277.83
DG2619 88.7142 161.0579 2.948e-15 1.953e-15 1.032e-15 367.7781 279.03
DG2620 92.6506 162.3575 3.227e-15 2.455e-15 1.613e-15 274.471 277.65
DG2621 81.6297 160.808 3.997e-15 2.855e-15 1.034e-15 253.8291 278.29
