Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0090 107.6236 74.521 6.524e-16 4.57e-16 1.493e-16 119.7793 1109.13
DG0091 108.0868 74.6219 1.585e-16 1.239e-16 4.292e-17 80.7627 1109.84
DG0092 107.6611 74.4875 1.556e-16 1.283e-16 5.574e-17 120.4931 1109.17
DG0093 107.7368 75.0508 2.318e-16 1.705e-16 9.285e-17 73.2965 1108.62
DG0094 107.4325 74.52 1.651e-16 1.165e-16 4.768e-17 121.4146 1110.76
DG0095 107.283 74.2061 1.624e-16 2.122e-16 7.991e-17 89.7516 1109.39
DG0096 107.7579 74.7671 1.714e-16 1.203e-16 8.332e-17 60.5167 1108.17
DG0097 108.0045 74.4061 2.229e-16 1.615e-16 5.571e-17 66.2241 1109.49
DG0098 108.0613 74.3595 1.822e-16 1.621e-16 7.49e-17 61.7759 1111.12
DG0099 107.7061 74.9634 2.455e-16 1.736e-16 7.07e-17 90.102 1109.17
DG0100 107.7083 73.9953 1.507e-16 1.608e-16 6.502e-17 81.6731 1109.36
DG0101 107.9505 74.4344 1.826e-16 1.352e-16 8.234e-17 59.3045 1110.65
DG0102 107.1937 74.6025 1.699e-16 1.002e-16 4.473e-17 84.7938 1107.62
DG0103 107.4546 74.3852 1.399e-16 1.209e-16 4.817e-17 123.1587 1108.93
DG0104 107.5935 74.6681 2.098e-16 1.64e-16 1.116e-16 76.8627 1110.12
DG0105 108.1944 74.2057 1.676e-16 1.871e-16 8.038e-17 67.3162 1110.02
DG0106 107.6085 74.8572 2.443e-16 1.559e-16 5.075e-17 53.2022 1110.71
DG0107 107.4978 74.4757 1.249e-16 9.94e-17 6.125e-17 106.8008 1110.19
DG0108 107.4452 74.2034 1.879e-16 9.482e-17 6.515e-17 70.8923 1108.81
DG0109 107.6093 74.5749 1.546e-16 1.28e-16 5.291e-17 168.5954 1108.33
DG0110 107.8985 74.7239 1.787e-16 1.876e-16 6.073e-17 72.7272 1108.4
DG0111 107.7985 74.6348 1.281e-16 1.068e-16 6.374e-17 148.4134 1109.91
