Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0169 178.9682 67.5694 6.558e-17 5.953e-17 1.678e-17 52.6768 1772.03
DG4546 164.396 32.4802 2.419e-16 1.375e-16 5.933e-17 82.0341 1789.67
DG4547 164.4178 32.6534 8.454e-17 6.508e-17 2.611e-17 48.2638 1789.37
DG4548 164.445 32.3406 6.562e-17 5.986e-17 2.865e-17 33.791 1789.51
DG4549 164.3942 32.5409 1.05e-16 7.958e-17 3.529e-17 33.693 1789.9
DG4550 164.1622 32.4973 8.275e-17 8.285e-17 3.264e-17 39.9698 1789.77
DG4551 164.6943 32.5449 7.926e-17 6.555e-17 3.232e-17 54.2652 1790.58
DG4552 164.239 32.4291 7.541e-17 5.534e-17 2.862e-17 32.1294 1789.68
DG4553 164.3609 32.3243 7.881e-17 4.645e-17 3.918e-17 38.7133 1788.78
DG4554 164.3545 32.4049 6.736e-17 6.26e-17 2.699e-17 38.989 1788.91
DG4555 164.209 32.3243 7.842e-17 5.262e-17 2.98e-17 35.136 1790.02
DG4556 164.5971 32.5855 7.23e-17 7.059e-17 3.362e-17 33.0361 1790.35
DG4557 164.6738 32.6313 6.262e-17 4.98e-17 2.476e-17 48.8629 1788.99
