Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3960 271.8877 139.4447 9.432e-16 6.487e-16 3.408e-16 120.3667 539.83
DG3961 271.7312 139.6324 1.038e-15 6.744e-16 2.75e-16 125.3914 539.44
DG3962 272.0033 139.7098 1.011e-15 8.51e-16 2.719e-16 196.9708 539.74
DG4077 274.6547 136.0568 2.597e-15 1.695e-15 5.801e-16 411.301 547.83
DG4078 275.3063 136.1833 1.491e-15 1.028e-15 3.563e-16 129.6026 547.99
DG4079 274.2049 136.1997 9.042e-16 6.696e-16 2.527e-16 120.8447 548.04
DG4080 275.6432 136.2362 1.119e-15 8.632e-16 2.757e-16 133.8416 547.99
DG4081 274.7175 136.1476 6.29e-16 3.988e-16 2.964e-16 244.5528 547.52
DG4082 274.1438 136.6126 1.196e-15 7.367e-16 3.454e-16 183.747 548.08
DG4083 275.3783 136.3228 8.99e-16 1.013e-15 3.695e-16 144.8125 548.43
DG4084 274.2634 135.789 9.267e-16 9.091e-16 3.919e-16 136.6993 548.08
DG4085 275.704 135.9352 1.125e-15 8.798e-16 3.397e-16 137.0344 548.49
DG4086 274.7796 135.5585 5.925e-16 5.968e-16 2.733e-16 155.9583 547.73
