Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4324 72.0258 27.7863 2.455e-16 1.744e-16 8.266e-17 130.883 1714.4
DG4325 71.5001 27.8323 9.867e-17 4.833e-17 2.898e-17 36.555 1714.55
DG4326 72.291 27.9386 1.022e-16 7.848e-17 3.795e-17 41.3157 1713.96
DG4327 71.9108 27.7779 9.377e-17 8.823e-17 4.979e-17 44.6495 1714.35
DG4328 72.2152 27.874 8.23e-17 5.568e-17 2.591e-17 95.687 1714.19
DG4329 72.219 27.6421 1.095e-16 1.229e-16 5.03e-17 43.6656 1714.74
DG4330 72.589 27.8427 6.397e-17 5.743e-17 2.599e-17 53.2875 1714.34
DG4331 71.5847 27.6858 8.189e-17 8.214e-17 3.15e-17 50.0339 1714.27
DG4332 71.5601 27.724 1.342e-16 8.191e-17 3.635e-17 48.7665 1714.5
DG4333 72.366 27.6032 1.082e-16 8.682e-17 3.685e-17 42.112 1713.7
DG4334 72.4118 27.6961 9.351e-17 1.072e-16 3.959e-17 48.5221 1713.73
DG4335 72.2216 27.6105 6.27e-17 6.939e-17 2.197e-17 45.0115 1714.83
DG4336 71.6617 27.6905 8.914e-17 8.662e-17 3.337e-17 40.8951 1714.85
DG4337 71.3898 27.9803 1.269e-16 9.421e-17 5.482e-17 45.6633 1714.44
DG4338 71.5049 27.7599 1.014e-16 8.03e-17 2.797e-17 40.484 1714.31
