Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3652 152.4457 6.7419 4.655e-16 3.224e-16 1.714e-16 185.7159 1063.05
DG3653 147.6085 6.8707 1.648e-16 1.196e-16 5.098e-17 72.1723 1062.89
DG3654 148.6597 6.7792 2.526e-16 1.843e-16 1.019e-16 72.2409 1064.36
DG3655 147.4857 6.5966 2.325e-16 2.069e-16 7.012e-17 74.9741 1063.81
DG3656 152.9891 6.6846 2.801e-16 1.619e-16 1.32e-16 57.8989 1063.81
DG3657 156.3281 6.5859 2.311e-16 1.674e-16 8.916e-17 62.4176 1063.38
DG3658 152.081 6.4267 2.793e-16 1.966e-16 8.985e-17 68.6919 1063.28
DG3659 147.9709 7.0361 2.032e-16 1.577e-16 6.093e-17 65.3389 1064.77
DG3660 146.8586 6.837 2.212e-16 1.732e-16 8.41e-17 68.2272 1064.06
DG3661 147.5202 6.7067 2.109e-16 2.07e-16 7.682e-17 56.8654 1063.89
DG3662 155.6099 7.152 2.223e-16 2.062e-16 7.472e-17 59.1785 1064.14
DG3663 151.4501 7.0235 2.214e-16 1.401e-16 8.342e-17 82.0129 1063.78
DG3664 155.9236 6.9753 2.541e-16 2.04e-16 9.535e-17 71.0316 1063.16
DG3665 150.8643 6.3573 2.804e-16 1.53e-16 8.262e-17 51.4539 1063.94
DG3666 150.1081 6.7143 1.297e-16 9.949e-17 4.142e-17 109.5392 1063.17
DG3667 154.3699 6.595 2.404e-16 1.816e-16 7.908e-17 54.1361 1063.75
DG3668 154.831 7.1756 2.658e-16 1.388e-16 8.67e-17 62.2813 1064.1
DG3669 154.6725 7.2843 2.877e-16 2.173e-16 1.107e-16 66.5568 1063.7
DG3670 153.6594 7.251 2.006e-16 1.994e-16 6.93e-17 83.3151 1063.85
DG3671 151.2847 7.159 2.304e-16 1.633e-16 6.677e-17 71.1764 1063.2
DG3672 153.0525 6.9602 2.665e-16 1.631e-16 9.264e-17 61.2634 1064.54
DG3673 148.9376 6.1565 2.534e-16 1.554e-16 8.7e-17 64.6088 1063.54
DG3674 153.1229 7.2236 1.369e-16 1.196e-16 4.398e-17 88.1326 1064.74
DG3675 158.1244 6.4251 1.897e-16 1.874e-16 6.5e-17 75.2187 1064.05
DG3676 156.4214 6.9105 3.238e-16 2.497e-16 7.718e-17 67.6243 1063.24
