Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1888 134.9234 81.0386 2.424e-16 1.286e-16 8.962e-17 62.0319 1048.5
DG1889 135.0195 80.9451 2.603e-16 1.711e-16 8.386e-17 57.8686 1048.83
DG1890 135.0511 81.0036 2.94e-16 1.502e-16 9.239e-17 78.6787 1048.7
DG5949 109.1424 108.3636 1.654e-16 1.506e-16 6.521e-17 166.5414 1048.31
DG5950 109.1503 108.5673 1.935e-16 1.124e-16 6.699e-17 83.9873 1047.97
DG5951 108.9985 108.2875 2.703e-16 2.126e-16 1.071e-16 84.3437 1048.08
DG5952 109.1493 108.4942 1.561e-16 1.062e-16 5.694e-17 85.6141 1047.86
DG5953 109.2492 108.1952 2.959e-16 1.926e-16 8.6e-17 64.0373 1048.92
DG5954 109.1778 108.3786 1.849e-16 1.846e-16 9.442e-17 62.6919 1048.63
DG5955 109.2157 108.2898 2.654e-16 2.334e-16 8.525e-17 76.4747 1048.5
DG5956 108.9122 108.3298 1.705e-16 2.315e-16 1.041e-16 79.627 1048.9
