Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1697 234.7289 28.1648 6.624e-15 8.639e-15 3.632e-15 780.2431 241.71
DG1698 234.1383 26.732 4.236e-15 3.497e-15 1.513e-15 310.3311 241.53
DG1699 235.1587 28.6086 5.352e-15 4.087e-15 1.828e-15 351.2686 242.36
DG1700 236.7131 28.94 5.228e-15 3.604e-15 1.578e-15 299.2924 242.34
DG1701 232.1584 27.4164 4.662e-15 3.244e-15 2.09e-15 425.2385 243.31
DG1702 237.538 28.3886 5.487e-15 4.257e-15 1.937e-15 331.7393 242.32
DG1703 236.3329 29.0109 4.18e-15 3.399e-15 1.278e-15 324.7725 242.1
DG1704 236.241 29.5379 5.021e-15 3.901e-15 1.835e-15 337.648 241.99
DG1705 235.5989 26.9651 3.498e-15 3.142e-15 1.839e-15 263.3673 242.47
DG1706 235.1144 28.5085 4.897e-15 3.967e-15 1.633e-15 315.6895 242.77
DG1707 233.5506 27.4051 4.91e-15 3.589e-15 1.532e-15 279.714 243.18
