Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0821 90.5254 103.7759 2.946e-16 2.287e-16 9.734e-17 147.7288 887.02
DG0822 90.2688 103.7173 1.934e-16 1.794e-16 8.375e-17 106.4378 887.2
DG0823 90.2965 103.7879 2.124e-16 2.361e-16 8.197e-17 99.6127 886.71
DG0824 90.3532 103.7546 2.79e-16 2.351e-16 1.343e-16 76.3393 886.69
DG0825 90.4547 103.6837 1.818e-16 2.424e-16 8.712e-17 102.5435 887.12
DG0826 90.5509 103.9546 3.576e-16 2.359e-16 1.461e-16 86.8638 887.35
DG2405 74.807 97.6401 2.02e-16 2.438e-16 8.63e-17 127.0814 872.37
DG2406 74.7462 97.5156 4.275e-16 3.473e-16 1.278e-16 92.9556 872.13
DG2407 74.6812 97.7423 3.414e-16 3.116e-16 1.092e-16 92.2183 872.0
DG2408 74.8839 97.7005 4.19e-16 3.857e-16 1.614e-16 80.027 871.44
DG2409 74.726 97.5415 2.395e-16 2.771e-16 1.468e-16 73.0341 872.26
DG6979 112.4013 109.6978 3.709e-16 2.261e-16 1.523e-16 84.5586 902.6
DG6980 112.5431 109.8099 3.877e-16 2.893e-16 1.258e-16 98.5651 902.62
DG6981 112.4676 109.7765 6.171e-16 5.252e-16 1.679e-16 84.4333 902.61
