Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2740 324.8134 118.1493 2.776e-15 1.825e-15 8.331e-16 315.4317 285.39
DG3821 306.707 129.5266 1.552e-15 1.419e-15 6.22e-16 405.9893 288.74
DG3822 307.4932 129.9956 2.361e-15 2.328e-15 1.209e-15 246.1406 289.56
DG3823 306.4999 129.8369 3.071e-15 2.613e-15 8.548e-16 241.6143 288.98
DG3824 306.335 129.7472 3.051e-15 2.065e-15 7.643e-16 211.1816 289.08
DG3825 306.965 129.3072 2.465e-15 2.101e-15 9.035e-16 255.2436 289.3
DG3826 305.8723 129.3495 2.046e-15 1.164e-15 7.266e-16 246.3294 289.84
DG3827 307.6524 129.2992 2.94e-15 2.125e-15 9.667e-16 215.5642 288.93
DG6959 297.0424 121.0806 3.446e-15 3.601e-15 1.679e-15 297.1553 271.76
DG6960 296.7745 120.7058 2.93e-15 2.659e-15 1.382e-15 269.7235 272.37
DG6961 296.9421 120.7838 3.966e-15 3.905e-15 1.295e-15 262.3852 272.38
