Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3548 168.2792 58.9104 6.749e-16 5.658e-16 1.906e-16 176.56 955.29
DG3549 168.5692 58.982 2.08e-16 1.639e-16 9.033e-17 72.5604 955.82
DG3550 168.065 58.6175 1.967e-16 1.978e-16 1.04e-16 70.0292 953.98
DG3551 168.728 59.1197 2.811e-16 2.663e-16 1.3e-16 83.2852 954.44
DG3552 168.4623 58.5597 3.109e-16 2.083e-16 1.058e-16 53.3406 954.1
DG3553 168.3257 58.8729 2.515e-16 2.279e-16 7.978e-17 123.7599 955.33
DG3554 168.5714 58.8076 1.924e-16 1.757e-16 8.251e-17 58.7382 955.7
DG3555 168.3405 58.4241 3.064e-16 2.471e-16 8.978e-17 65.1833 955.59
DG3556 168.5656 58.7056 2.972e-16 2.927e-16 1.21e-16 90.3046 955.34
DG3557 167.7729 59.0818 2.483e-16 2.646e-16 9.951e-17 77.376 955.29
DG3558 168.2102 58.6338 2.873e-16 2.509e-16 9.698e-17 75.15 953.2
DG3559 168.2522 58.5029 2.796e-16 1.873e-16 8.191e-17 66.2224 954.59
DG3560 168.3199 58.9751 2.897e-16 2.233e-16 1.162e-16 72.9568 952.48
DG3561 168.2846 58.45 1.992e-16 3.172e-16 1.197e-16 79.9596 955.38
DG3562 168.5954 59.3027 2.672e-16 1.993e-16 9.292e-17 76.0961 956.07
DG3563 167.8207 58.8743 1.932e-16 2.445e-16 1.067e-16 75.1062 953.39
DG4298 186.7688 74.7564 2.316e-16 1.514e-16 8.142e-17 87.9585 947.04
DG5737 181.5911 68.6694 2.986e-16 2.009e-16 9.41e-17 81.447 965.84
DG5738 181.6098 68.724 2.194e-16 1.144e-16 5.667e-17 126.5036 965.56
