Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1165 44.1572 157.2991 2.744e-16 1.416e-16 5.205e-17 122.507 1846.87
DG1166 43.8773 157.4248 5.732e-17 3.549e-17 2.025e-17 63.0181 1847.68
DG1167 44.1139 157.2141 6.56e-17 4.102e-17 2.235e-17 91.6272 1847.05
DG1168 43.8406 157.5293 5.528e-17 3.596e-17 1.696e-17 52.6777 1846.15
DG1169 44.5561 157.4627 8.498e-17 8.108e-17 3.187e-17 42.3274 1846.85
DG1170 44.2079 157.5095 9.183e-17 6.294e-17 2.95e-17 40.1171 1845.98
DG1171 44.1281 157.192 6.049e-17 5.406e-17 2.753e-17 39.6938 1846.64
DG1172 44.1791 157.4469 7.116e-17 5.136e-17 1.904e-17 62.533 1846.51
DG1173 44.4013 157.2337 6.275e-17 3.954e-17 1.694e-17 86.9672 1845.35
DG1174 45.0824 157.2329 7.267e-17 6.166e-17 2.762e-17 38.4277 1846.41
DG1175 43.9989 157.1357 1.193e-16 6.703e-17 2.964e-17 40.3013 1847.17
DG1176 44.3907 157.4892 7.37e-17 5.345e-17 2.515e-17 38.6263 1846.25
DG1177 44.0747 157.4298 7.646e-17 6.225e-17 2.948e-17 47.331 1846.32
DG1178 43.7781 157.1032 7.762e-17 4.657e-17 3.042e-17 35.787 1847.37
DG1179 44.7228 157.2002 1.039e-16 7.843e-17 3.008e-17 44.9015 1845.48
DG1180 44.5739 157.4441 8.361e-17 5.219e-17 2.154e-17 37.2716 1845.32
DG1181 43.8871 157.3381 6.48e-17 6.835e-17 3.334e-17 42.1104 1845.67
DG1182 44.0158 157.2949 9.203e-17 8.864e-17 4.558e-17 34.512 1846.57
DG1183 43.484 157.1206 8.989e-17 9.061e-17 3.382e-17 39.3637 1845.71
DG1184 44.9859 157.3582 6.6e-17 2.868e-17 2.413e-17 42.1144 1846.5
DG1185 43.9324 157.0829 7.978e-17 6.732e-17 3.162e-17 40.8625 1846.12
DG1186 43.4893 157.2266 7.454e-17 6.992e-17 2.79e-17 35.0606 1846.84
