Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0061 6.5446 63.9006 1.139e-15 1.024e-15 3.386e-16 144.4782 492.08
DG0062 6.3182 64.3261 6.631e-16 5.604e-16 2.519e-16 214.0976 491.13
DG0063 6.2856 64.173 9.892e-16 7.368e-16 3.256e-16 125.5008 492.29
DG0064 6.4654 64.1761 1.026e-15 7.738e-16 4.067e-16 127.7219 491.34
DG0558 2.8783 22.1255 5.761e-16 3.803e-16 1.678e-16 152.3409 526.93
DG1980 36.5539 50.492 8.388e-16 7.921e-16 3.523e-16 137.1222 547.78
DG3257 30.047 26.4422 2.225e-15 1.285e-15 5.22e-16 376.6974 527.48
DG3258 30.0675 27.3971 9.677e-16 5.825e-16 3.11e-16 120.4317 526.02
DG3259 30.3297 25.9614 7.073e-16 4.052e-16 2.159e-16 102.5706 527.15
DG3260 31.591 27.0223 5.542e-16 5.542e-16 1.489e-16 113.9315 527.59
DG3261 29.0128 26.8297 6.347e-16 4.483e-16 2.858e-16 108.1742 528.21
DG3262 28.5366 26.4024 7.378e-16 4.693e-16 3.164e-16 148.9125 526.69
DG3263 29.5662 26.2937 4.72e-16 4.103e-16 1.955e-16 269.5432 526.86
DG3264 29.2885 26.2344 5.983e-16 2.977e-16 1.671e-16 190.2311 528.11
DG3265 29.6071 27.1566 5.909e-16 6.242e-16 2.484e-16 113.0821 528.41
DG3266 31.2883 26.7159 4.778e-16 6.097e-16 2.08e-16 121.8011 527.41
DG3267 30.4391 26.9068 6.829e-16 5.924e-16 3.097e-16 129.518 528.6
DG3268 32.233 26.0955 6.715e-16 5.299e-16 2.149e-16 106.7329 526.42
DG3269 30.6362 26.2502 5.847e-16 3.537e-16 1.301e-16 183.9391 527.65
DG3270 29.9805 25.7188 1.031e-15 7.669e-16 3.18e-16 117.9675 526.06
DG3271 30.534 26.8636 6.963e-16 5.406e-16 3.085e-16 125.1688 527.53
DG3272 30.1806 26.8395 6.074e-16 3.228e-16 1.761e-16 228.7208 527.91
DG3273 30.88 26.5493 5.445e-16 5.984e-16 2.285e-16 107.9768 527.55
DG3274 30.6573 26.0708 5.195e-16 4.35e-16 2.022e-16 213.6699 527.43
DG3275 30.7312 27.0723 8.545e-16 5.806e-16 2.147e-16 122.4265 528.07
DG3276 30.7998 26.7729 6.475e-16 5.883e-16 2.378e-16 124.0538 526.58
DG3277 28.595 26.2351 4.564e-16 6.142e-16 2.556e-16 121.4445 527.85
DG5107 0.0779 42.8957 1.05e-15 7.692e-16 2.741e-16 137.4678 512.4
DG5108 0.5068 42.9952 9.634e-16 5.942e-16 2.237e-16 174.6083 512.06
DG5109 0.5218 43.0494 9.804e-16 1.043e-15 3.426e-16 140.7364 512.42
DG5110 0.4928 43.1686 1.199e-15 1.021e-15 4.148e-16 132.9931 512.35
