Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2453 44.1112 64.1088 8.035e-16 5.535e-16 3.115e-16 186.0206 436.03
DG2454 44.0188 64.1084 1.277e-15 1.091e-15 4.783e-16 158.0314 435.79
DG2455 43.7423 64.2559 1.668e-15 1.036e-15 4.516e-16 186.3183 435.69
DG4343 45.4894 77.3226 3.171e-15 2.451e-15 9.187e-16 368.5118 435.77
DG4344 46.1236 77.7055 1.29e-15 1.13e-15 4.152e-16 212.2272 437.3
DG4345 45.851 77.7121 1.633e-15 1.093e-15 5.486e-16 166.3152 436.75
DG4346 45.887 77.6317 1.66e-15 1.05e-15 6.002e-16 177.155 434.84
DG4347 45.02 76.9599 1.05e-15 1.136e-15 5.697e-16 172.0193 434.87
DG4348 46.0132 77.77 2.099e-15 1.319e-15 6.394e-16 176.1617 436.7
DG4349 45.1789 77.5381 1.087e-15 8.295e-16 3.657e-16 167.1214 437.35
DG4350 44.7004 76.8433 1.429e-15 1.199e-15 5.916e-16 166.091 436.36
DG4351 45.6416 77.1523 1.229e-15 1.247e-15 5.198e-16 186.4541 436.95
DG4352 45.6663 76.5524 8.959e-16 6.999e-16 3.541e-16 212.7393 435.57
