Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0734 358.1745 56.8116 2.051e-15 1.122e-15 4.11e-16 227.4456 600.7
DG0735 357.964 56.6339 5.845e-16 4.539e-16 2.15e-16 113.4314 599.13
DG0736 357.8441 56.6307 7.815e-16 4.907e-16 1.569e-16 102.7219 600.5
DG0737 357.7271 56.6766 7.273e-16 4.722e-16 2.233e-16 137.376 598.65
DG0738 357.6658 57.0854 6.948e-16 4.525e-16 1.493e-16 115.8651 601.72
DG0739 358.5145 57.2742 7.707e-16 4.49e-16 1.92e-16 122.8995 601.7
DG0740 357.6103 56.3978 4.488e-16 3.399e-16 2.85e-16 105.2469 600.41
DG0741 357.9141 56.923 4.001e-16 4.728e-16 2.027e-16 106.174 600.6
DG0742 358.1284 56.8597 5.081e-16 4.424e-16 1.651e-16 132.1279 601.92
DG0743 358.1085 57.0172 8.169e-16 4.365e-16 2.3e-16 107.989 601.94
DG0744 358.3701 57.0483 6.749e-16 5.209e-16 2.804e-16 115.1461 599.87
DG0745 358.5545 57.1075 6.496e-16 4.653e-16 2.321e-16 132.0548 599.74
DG1403 348.3612 39.0781 7.972e-16 6.052e-16 2.241e-16 140.5417 616.46
DG1404 348.4551 38.835 3.949e-16 4.176e-16 2.227e-16 89.2225 616.78
DG1405 348.2598 39.0707 9.502e-16 5.131e-16 2.451e-16 105.3707 616.91
DG1406 347.8054 39.1044 4.178e-16 3.599e-16 1.525e-16 144.6574 616.48
