Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0448 332.6825 31.0358 1.426e-15 9.96e-16 3.805e-16 250.0301 697.66
DG0449 333.5248 31.3014 6.067e-16 5.41e-16 1.708e-16 97.9448 697.8
DG0450 332.275 30.9172 6.47e-16 4.367e-16 1.877e-16 104.6906 697.56
DG0451 333.2783 31.0871 6.19e-16 4.547e-16 1.956e-16 94.8128 697.81
DG0452 331.7831 31.397 4.089e-16 2.44e-16 1.42e-16 100.5293 698.43
DG0453 333.0407 31.587 7.178e-16 4.613e-16 1.921e-16 91.9854 697.91
DG0454 333.6076 31.3273 5.168e-16 4.528e-16 1.664e-16 143.1243 697.38
DG0455 332.185 30.7635 5.899e-16 4.482e-16 1.559e-16 95.0919 697.33
DG0456 332.883 30.932 3.019e-16 3.596e-16 1.447e-16 240.6406 696.88
DG0457 332.2855 31.074 4.742e-16 4.055e-16 1.962e-16 101.1906 697.84
DG0458 332.248 31.7253 5.597e-16 4.531e-16 2.119e-16 94.714 697.26
DG0459 333.409 31.1441 5.417e-16 4.749e-16 2.064e-16 98.9574 697.76
DG0460 333.6672 30.3766 5.471e-16 4.385e-16 2.292e-16 102.5682 695.51
DG0461 332.4059 31.3513 4.433e-16 3.474e-16 1.661e-16 202.5693 696.23
DG0462 333.066 31.3762 5.059e-16 3.589e-16 2.012e-16 192.7997 697.33
DG0463 332.2465 31.3077 6.083e-16 4.81e-16 1.484e-16 134.3425 698.58
DG0464 331.8709 31.6127 4.845e-16 4.557e-16 1.618e-16 122.7969 697.93
DG0465 331.5955 31.0239 6.413e-16 5.454e-16 2.831e-16 106.234 697.24
DG0466 332.2983 30.9924 3.8e-16 2.18e-16 1.705e-16 197.6977 697.07
DG0467 331.1019 30.7131 8.396e-16 5.014e-16 2.029e-16 120.5204 698.16
