Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1463 176.1257 37.5093 1.37e-15 9.942e-16 4.139e-16 290.3494 740.18
DG1464 175.1353 37.0562 6.22e-16 4.619e-16 1.914e-16 134.2523 737.91
DG1465 174.628 37.9672 7.859e-16 5.262e-16 2.633e-16 95.6654 739.55
DG1466 177.1221 37.902 3.767e-16 2.218e-16 1.199e-16 129.2509 740.37
DG1467 176.0236 38.3523 3.38e-16 3.095e-16 1.606e-16 158.6249 739.19
DG1468 175.527 38.2087 6.676e-16 3.949e-16 2.12e-16 104.1665 739.9
DG1469 174.919 37.4217 4.34e-16 4.346e-16 1.832e-16 117.19 740.11
DG1470 175.5248 37.9808 7.831e-16 5.021e-16 2.388e-16 111.0907 740.11
DG1471 175.3072 38.3032 5.685e-16 5.524e-16 1.969e-16 100.9322 739.99
DG1472 176.1123 38.0534 5.075e-16 4.428e-16 1.573e-16 85.7993 737.7
DG1473 176.74 38.2624 6.302e-16 3.636e-16 2.395e-16 108.9303 739.65
DG1474 174.6118 37.4028 5.94e-16 4.669e-16 1.77e-16 126.3876 737.4
DG1475 175.963 37.9443 7.253e-16 3.695e-16 2.011e-16 102.0098 737.62
DG1476 175.9008 38.0942 3.744e-16 2.229e-16 1.182e-16 169.3497 739.06
DG1477 175.9691 38.2112 5.728e-16 4.827e-16 1.962e-16 149.5228 737.6
DG1478 174.8432 37.4029 6.766e-16 4.368e-16 3.154e-16 96.1615 738.14
DG1479 176.3752 36.6906 6.59e-16 6.53e-16 1.915e-16 121.4014 739.49
DG1480 177.1265 37.4093 5.756e-16 4.45e-16 2.037e-16 112.8643 740.42
DG1481 177.3127 37.0391 4.653e-16 4.98e-16 1.444e-16 84.6891 740.6
DG1482 177.9929 37.8238 4.978e-16 5.816e-16 1.619e-16 91.4854 738.88
DG1483 174.9998 37.6144 3.239e-16 3.596e-16 1.58e-16 133.1548 738.74
DG1484 176.1765 37.88 3.899e-16 3.724e-16 1.626e-16 202.4783 739.44
DG1485 175.015 37.6449 8.398e-16 4.103e-16 2.718e-16 122.6562 737.28
DG3017 189.8879 43.5356 5.161e-16 3.979e-16 1.67e-16 116.5494 750.76
DG3018 189.8529 43.5464 5.019e-16 2.703e-16 1.381e-16 87.3539 750.69
