Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3747 68.2591 89.1144 8.667e-16 6.456e-16 2.531e-16 269.822 844.33
DG3748 68.4118 88.9957 3.413e-16 1.985e-16 1.036e-16 69.6347 842.84
DG3749 68.4648 89.4272 3.795e-16 3.209e-16 1.52e-16 96.0587 843.99
DG3750 68.0612 89.1805 2.99e-16 2.987e-16 1.383e-16 87.2621 844.25
DG3751 68.198 89.2924 5.061e-16 3.425e-16 1.254e-16 82.6573 842.82
DG3752 67.9957 89.0363 4.342e-16 4.057e-16 1.506e-16 80.164 844.11
DG3753 68.3926 89.1709 3.296e-16 3.02e-16 1.282e-16 71.858 843.88
DG3754 67.9468 89.0383 3.489e-16 2.782e-16 8.017e-17 75.8787 842.63
DG3755 68.2836 89.0628 3.324e-16 2.683e-16 1.017e-16 78.2494 844.27
DG3756 68.2162 88.838 3.636e-16 2.36e-16 1.383e-16 93.83 843.47
DG3757 68.3097 89.3418 3.136e-16 2.724e-16 1.219e-16 96.738 844.34
