Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1547 307.2654 127.946 2.152e-15 1.483e-15 3.659e-16 276.1616 581.75
DG1548 306.8923 127.9771 5.829e-16 5.058e-16 1.285e-16 162.4176 580.06
DG1549 307.6502 127.5959 9.43e-16 5.729e-16 2.574e-16 123.5954 581.09
DG1550 307.89 128.1558 9.131e-16 7.211e-16 3.296e-16 122.9307 580.45
DG1551 306.9956 127.7121 1.033e-15 7.35e-16 2.838e-16 148.6595 583.0
DG1552 307.2891 127.4976 6.303e-16 8.47e-16 3.164e-16 122.1062 580.66
DG1553 307.2086 128.193 8.975e-16 6.24e-16 3.239e-16 143.6134 581.43
DG1554 307.6905 127.5103 9.488e-16 7.988e-16 3.175e-16 113.3692 582.47
DG1555 307.5934 128.0855 8.382e-16 5.764e-16 3.975e-16 127.4214 581.4
DG1556 306.8175 128.0885 7.147e-16 6.035e-16 2.956e-16 144.4166 580.65
