Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2133 252.3878 49.5199 2.448e-15 1.429e-15 6.099e-16 212.5097 350.96
DG3454 243.3487 36.0159 6.403e-15 4.349e-15 1.753e-15 559.9915 371.02
DG3455 244.0343 35.2079 2.812e-15 1.915e-15 1.055e-15 189.5475 371.46
DG3456 242.7109 35.9852 2.442e-15 1.472e-15 6.129e-16 204.0272 370.79
DG3457 243.1583 36.2209 3.009e-15 1.535e-15 8.196e-16 217.0532 371.63
DG3458 242.7459 36.1681 2.776e-15 2.528e-15 7.351e-16 175.8025 370.82
DG3459 243.3791 36.0104 1.87e-15 1.286e-15 4.902e-16 368.0457 370.52
DG3460 242.5143 36.5096 1.391e-15 1.892e-15 6.391e-16 171.547 370.06
DG3461 242.2994 36.506 2.022e-15 1.611e-15 8.019e-16 197.4097 371.13
DG3462 243.0828 35.808 1.554e-15 1.786e-15 6.926e-16 195.6408 370.54
DG3463 244.4407 36.064 1.842e-15 1.963e-15 6.494e-16 250.6992 370.57
DG3464 244.2627 35.6899 2.326e-15 1.295e-15 6.259e-16 177.6985 370.86
DG3465 243.7477 35.8954 2.366e-15 1.635e-15 7.317e-16 200.0727 371.3
DG6267 233.4029 14.8478 1.835e-15 1.221e-15 5.878e-16 249.9445 372.21
DG6268 234.5221 14.8321 2.954e-15 2.114e-15 5.579e-16 212.4299 371.98
DG6269 234.7422 14.5633 1.882e-15 1.584e-15 6.923e-16 173.1947 371.95
