Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0854 91.8662 64.7358 1.934e-16 1.609e-16 4.249e-17 92.7108 2055.07
DG0855 92.0723 64.8876 1.13e-16 6.101e-17 2.829e-17 40.1149 2055.78
DG0856 91.7992 64.5887 9.807e-17 6.855e-17 2.363e-17 38.3382 2055.1
DG0857 91.8697 64.7203 5.185e-17 4.08e-17 1.985e-17 74.6158 2054.93
DG0858 91.6396 64.6088 1.016e-16 6.938e-17 3.354e-17 41.3957 2054.92
DG0859 91.6911 64.9314 8.53e-17 6.3e-17 2.226e-17 40.5422 2055.16
DG0860 92.0205 64.6173 7.571e-17 4.985e-17 1.833e-17 36.9282 2056.79
DG0861 92.0465 64.9556 5.131e-17 6.047e-17 2.187e-17 29.8166 2055.41
DG0862 91.8451 64.5705 8.667e-17 4.174e-17 3.335e-17 34.161 2055.63
DG0863 92.0222 64.9113 6.413e-17 5.416e-17 2.786e-17 47.8777 2054.44
DG0864 91.9893 64.4943 9.354e-17 7.967e-17 3.477e-17 35.869 2055.71
DG0865 91.7275 64.5532 8.019e-17 6.903e-17 3.691e-17 36.4726 2057.04
DG0866 91.6093 64.5425 7.617e-17 3.779e-17 2.386e-17 39.331 2056.72
DG0867 91.8463 64.4481 7.786e-17 4.234e-17 2.111e-17 39.0028 2054.09
DG0868 92.0355 64.8431 7.571e-17 4.82e-17 1.855e-17 43.6377 2054.57
DG0869 92.0828 64.76 7.85e-17 4.232e-17 2.56e-17 42.5459 2055.09
DG0870 91.9885 64.5513 5.404e-17 3.665e-17 2.034e-17 34.1489 2054.22
DG0871 91.7024 64.7951 7.303e-17 5.47e-17 2.932e-17 38.7751 2056.23
