Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2972 179.2067 143.0874 1.226e-15 7.718e-16 3.18e-16 154.4527 769.47
DG2973 178.6077 143.1154 4.047e-16 4.181e-16 1.678e-16 99.0798 769.24
DG2974 178.7509 143.0253 3.105e-16 3.115e-16 1.384e-16 79.5269 769.65
DG2975 179.0555 143.0067 3.584e-16 2.874e-16 1.604e-16 77.2677 769.3
DG2976 179.5952 143.1408 3.498e-16 2.943e-16 1.3e-16 85.2 769.08
DG2977 179.2034 142.695 4.213e-16 3.157e-16 1.657e-16 76.6115 768.88
DG2978 179.9887 142.891 3.299e-16 2.961e-16 1.476e-16 102.2356 769.67
DG2979 179.3314 143.0486 4.47e-16 2.503e-16 1.29e-16 91.8247 770.21
DG2980 178.7286 143.1389 5.366e-16 3.265e-16 1.503e-16 94.627 768.59
DG2981 178.682 142.6775 4.01e-16 2.086e-16 1.672e-16 96.9189 769.41
DG2982 178.9982 143.1769 3.012e-16 2.012e-16 9.112e-17 82.5696 768.87
DG2983 179.0418 143.3851 5.079e-16 4.107e-16 1.786e-16 101.8208 769.27
DG2984 179.2642 142.8375 3.463e-16 3.194e-16 1.583e-16 82.0677 769.3
