Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5465 134.7128 132.7768 4.512e-16 3.742e-16 8.955e-17 126.6672 1131.09
DG5466 134.2857 132.8316 1.841e-16 1.47e-16 7.027e-17 61.0692 1129.23
DG5467 134.5929 132.6652 1.962e-16 1.244e-16 7.402e-17 63.5049 1132.17
DG5468 135.0103 132.732 2.084e-16 1.681e-16 7.064e-17 52.9545 1130.97
DG5469 134.2554 132.4269 2.125e-16 1.28e-16 7.122e-17 64.599 1129.5
DG5470 135.2448 132.7724 2.235e-16 2.462e-16 6.93e-17 61.217 1130.02
DG5471 134.709 132.5747 1.299e-16 1.273e-16 4.156e-17 122.2778 1129.12
DG5472 135.0179 132.3544 2.258e-16 1.27e-16 6.103e-17 60.0987 1129.67
DG5473 134.8874 132.3401 1.733e-16 1.159e-16 4.752e-17 74.3186 1129.81
DG5474 134.6868 132.5438 2.434e-16 1.63e-16 5.828e-17 66.5323 1129.79
DG5475 134.516 132.4986 2.351e-16 1.936e-16 8.231e-17 65.344 1131.21
DG5476 135.2484 132.7798 2.271e-16 1.729e-16 7.325e-17 69.8295 1132.0
DG5477 134.5469 132.4273 2.198e-16 1.575e-16 7.467e-17 73.4779 1131.14
DG5478 134.6101 133.1352 1.819e-16 1.565e-16 8.434e-17 55.092 1130.28
DG5479 135.1936 132.6276 2.104e-16 2.027e-16 7.335e-17 60.8039 1129.52
DG5480 135.0336 132.7346 1.821e-16 1.469e-16 5.76e-17 54.25 1130.36
DG5481 134.6705 132.6447 1.974e-16 1.842e-16 9.336e-17 59.7986 1129.79
DG5482 134.0991 132.7784 1.366e-16 1.161e-16 4.84e-17 80.9998 1129.33
DG5483 135.1829 132.9436 1.33e-16 1.709e-16 9.486e-17 62.3528 1130.72
DG5484 134.7894 133.0651 1.29e-16 1.321e-16 6.513e-17 89.5551 1131.09
DG5485 134.8741 132.4369 1.731e-16 1.478e-16 5.607e-17 61.8474 1128.93
DG5486 134.6469 133.1529 1.873e-16 1.756e-16 7.219e-17 63.851 1130.53
DG5487 134.5297 132.9539 1.665e-16 7.702e-17 5.415e-17 131.3856 1129.48
DG5488 134.795 133.1811 1.273e-16 1.022e-16 3.279e-17 85.4027 1129.19
DG6793 144.6869 134.3161 1.48e-16 7.189e-17 4.486e-17 64.042 1119.79
