Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3882 92.0416 143.7758 1.083e-15 9.081e-16 4.805e-16 144.604 651.36
DG3883 92.4318 143.3706 4.047e-16 3.375e-16 1.724e-16 189.0615 651.95
DG3884 91.2521 144.2178 5.949e-16 2.969e-16 1.461e-16 152.6637 650.32
DG3885 91.1527 143.4954 2.616e-16 2.98e-16 1.475e-16 172.9969 650.14
DG3886 91.3318 142.9495 5.867e-16 5.83e-16 1.457e-16 96.7877 649.74
DG3887 91.0261 144.2397 5.408e-16 4.825e-16 2.095e-16 120.6296 649.47
DG3888 90.8548 144.0783 6.397e-16 4.719e-16 1.662e-16 116.2505 650.43
DG3889 90.8368 143.5946 6.646e-16 5.612e-16 2.489e-16 108.9848 649.49
DG3890 91.9811 143.931 6.927e-16 6.029e-16 2.782e-16 105.4957 649.73
DG3891 92.7898 143.1363 6.279e-16 4.709e-16 2.145e-16 121.5993 648.93
DG3892 90.4996 144.1633 5.941e-16 4.716e-16 2.019e-16 127.6502 650.68
DG3893 91.0086 144.1332 4.455e-16 3.671e-16 2.056e-16 225.9831 649.92
DG3894 90.9541 142.987 5.715e-16 4.249e-16 2.179e-16 105.0359 650.92
DG3895 93.3942 144.2545 7.053e-16 4.54e-16 1.782e-16 122.197 649.41
DG3896 89.8367 143.7954 6.045e-16 3.401e-16 1.952e-16 95.5732 649.51
DG3897 92.0206 143.1096 7.112e-16 3.95e-16 2.759e-16 125.9295 650.71
DG3898 92.7564 143.9161 5.363e-16 5.214e-16 1.862e-16 91.8412 648.71
DG3899 91.4971 143.774 6.187e-16 5.622e-16 2.322e-16 105.496 649.37
DG3900 92.9478 143.4613 4.657e-16 3.27e-16 1.502e-16 188.6645 651.19
DG3901 92.4649 143.5834 4.292e-16 2.368e-16 1.248e-16 156.5705 650.43
DG3902 92.293 143.9049 6.318e-16 4.616e-16 2.165e-16 124.2088 648.98
DG3903 91.2824 144.4028 3.987e-16 3.266e-16 1.457e-16 154.0318 650.58
DG3904 92.8505 143.9873 5.339e-16 4.194e-16 1.803e-16 86.8884 650.73
DG3905 90.8115 144.4439 7.139e-16 5.413e-16 2.719e-16 115.0821 649.99
DG3906 91.4928 143.5766 4.757e-16 5.636e-16 2.414e-16 102.3633 648.78
DG3907 94.2107 144.0144 5.691e-16 5.716e-16 1.968e-16 125.7962 649.92
DG3908 92.2957 145.1345 4.968e-16 4.562e-16 2.069e-16 101.9293 650.32
DG3909 92.8775 145.1693 5.015e-16 4.037e-16 1.695e-16 96.6815 650.0
DG3910 92.0973 143.4392 4.376e-16 2.618e-16 1.398e-16 222.8212 650.34
DG3911 90.6767 143.4855 3.932e-16 5.064e-16 1.793e-16 92.3522 650.3
DG3912 93.7393 144.6125 6.239e-16 4.456e-16 1.263e-16 104.7967 651.34
DG3913 92.318 143.1476 4.952e-16 4.594e-16 2.102e-16 101.7127 649.62
DG3914 91.4892 143.1429 5.328e-16 3.62e-16 1.605e-16 110.0223 650.64
