Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0375 123.4757 72.7177 3.774e-15 1.9e-15 6.97e-16 412.4858 500.32
DG0376 123.8851 72.7023 1.523e-15 8.662e-16 4.208e-16 140.6607 500.09
DG0377 123.0174 72.9823 8.99e-16 6.122e-16 4.141e-16 164.8487 499.69
DG0378 123.2001 73.5799 1.21e-15 8.347e-16 3.31e-16 178.8917 499.16
DG0379 122.428 72.5264 5.969e-16 6.326e-16 3.176e-16 189.4649 500.37
DG0380 124.026 72.1117 1.011e-15 9.837e-16 3.806e-16 143.2239 498.79
DG0381 124.1605 73.4198 1.219e-15 8.664e-16 5.082e-16 186.0242 500.16
DG0382 123.904 73.3003 8.963e-16 5.567e-16 3.606e-16 185.8387 498.43
DG0383 123.5616 73.766 9.596e-16 6.558e-16 2.988e-16 154.3315 500.04
DG0384 123.996 71.9136 1.285e-15 8.235e-16 4.304e-16 134.6409 498.48
DG0385 122.4126 72.9963 1.23e-15 9.893e-16 2.843e-16 178.738 499.29
DG0386 123.733 72.1428 9.322e-16 9.506e-16 3.584e-16 146.9526 499.59
DG0387 124.0606 73.7091 1.226e-15 9.366e-16 5.431e-16 173.4279 499.06
DG0388 123.4915 72.6544 1.106e-15 6.663e-16 4.312e-16 162.2665 500.67
DG0389 123.376 71.8609 1.364e-15 9.172e-16 3.488e-16 148.7451 500.03
DG0390 123.3739 72.0832 7.758e-16 4.793e-16 2.381e-16 163.0306 501.0
DG0391 124.0446 72.7505 1.085e-15 8.694e-16 3.26e-16 145.2526 498.44
