Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2295 111.9237 120.2537 9.948e-15 7.151e-15 3.212e-15 576.997 230.16
DG2296 111.6443 121.225 2.91e-15 2.672e-15 8.679e-16 715.9725 228.12
DG2297 110.6148 123.6034 5.976e-15 3.604e-15 2.038e-15 290.1499 229.06
DG2298 112.205 121.4736 5.044e-15 4.812e-15 2.445e-15 273.7907 227.49
DG2299 110.8914 122.6425 7.372e-15 5.524e-15 1.726e-15 357.7756 228.2
DG2300 112.7262 117.7292 4.534e-15 3.879e-15 1.301e-15 347.0508 228.2
DG2301 113.0145 120.2809 2.706e-15 2.869e-15 1.025e-15 653.6049 228.55
DG2302 111.0441 119.2516 6.122e-15 4.392e-15 1.775e-15 309.1867 229.66
DG2303 110.4691 122.4509 2.788e-15 2.236e-15 1.174e-15 351.7176 227.02
DG2304 113.4953 122.3408 4.859e-15 4.76e-15 1.711e-15 360.3298 229.11
DG2305 112.3593 120.8015 3.735e-15 3.095e-15 1.34e-15 599.4367 231.5
DG2306 109.0694 121.0796 7.445e-15 3.96e-15 2.231e-15 332.2708 227.88
DG2307 114.0107 117.4763 2.954e-15 1.918e-15 1.286e-15 349.4931 231.44
DG2308 108.8438 121.7598 6.519e-15 4.261e-15 1.572e-15 308.0021 229.07
DG2309 110.3721 119.1571 6.052e-15 3.732e-15 1.943e-15 322.2553 229.3
DG2310 109.5207 122.7895 5.325e-15 3.335e-15 2.17e-15 333.0547 229.46
DG2311 112.0609 118.7571 6.721e-15 6.254e-15 2.3e-15 300.352 229.64
DG2312 111.4989 120.1257 3.869e-15 2.742e-15 1.098e-15 995.6241 229.54
DG2313 114.1598 119.8359 5.526e-15 3.941e-15 1.637e-15 317.5671 228.22
DG2314 110.6201 118.437 4.244e-15 2.96e-15 1.719e-15 283.2356 230.52
DG2315 107.8778 119.6207 4.489e-15 3.068e-15 1.704e-15 273.8187 228.67
DG2316 107.8034 119.9153 4.569e-15 4.758e-15 1.558e-15 384.404 231.44
DG2317 110.0177 120.5213 2.932e-15 2.516e-15 1.346e-15 439.4295 227.35
DG2318 108.5719 119.1122 4.978e-15 4.101e-15 1.624e-15 287.3422 229.76
DG2319 111.6152 119.8416 3.792e-15 2.658e-15 1.168e-15 957.6961 228.49
DG2320 109.2248 120.5827 3.148e-15 3.487e-15 1.413e-15 298.786 229.6
DG2321 109.9135 118.884 4.337e-15 3.812e-15 1.819e-15 258.0014 229.33
DG2322 108.8781 121.7288 4.496e-15 4.566e-15 1.658e-15 300.5585 228.6
DG2323 113.5609 117.2177 4.69e-15 3.444e-15 1.254e-15 291.8279 227.89
DG2324 111.3492 118.4099 2.586e-15 2.553e-15 1.234e-15 599.2993 229.47
