Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG4433 8.0983 21.1866 7.383e-16 5.144e-16 1.873e-16 199.1582 958.65
DG4434 8.6775 21.0941 3.64e-16 2.407e-16 1.128e-16 70.801 958.33
DG4435 7.24 21.1834 2.169e-16 2.429e-16 8.796e-17 74.2872 958.49
DG4436 8.5039 21.4163 3.316e-16 2.426e-16 1.242e-16 66.2346 958.35
DG4437 8.1014 21.4264 2.312e-16 2.307e-16 8.524e-17 65.3239 958.25
DG4438 7.382 21.0341 2.476e-16 2.604e-16 7.882e-17 68.8047 958.2
DG4439 8.466 21.086 2.063e-16 2.492e-16 9.013e-17 66.7616 958.47
DG4440 8.1459 21.1529 1.808e-16 1.528e-16 7.451e-17 78.0987 958.56
DG4441 7.2152 21.2507 3.024e-16 2.301e-16 1.009e-16 71.1678 959.44
DG4442 7.1446 21.3362 2.229e-16 2.837e-16 7.752e-17 66.4047 958.09
