Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5267 312.9611 26.7773 8.906e-16 5.342e-16 2.765e-16 138.5795 898.96
DG5268 311.8159 26.3355 3.475e-16 2.378e-16 1.086e-16 67.6837 899.14
DG5269 311.6855 26.5987 2.292e-16 2.22e-16 1.133e-16 73.7518 898.72
DG5270 312.7904 26.6582 2.681e-16 2.276e-16 8.199e-17 161.6837 899.29
DG5271 313.8014 27.2541 3.893e-16 2.839e-16 1.487e-16 86.0795 898.56
DG5272 313.6702 26.5444 2.775e-16 1.992e-16 9.483e-17 148.0408 897.99
DG5273 314.048 26.6246 3.463e-16 2.811e-16 1.087e-16 77.7443 898.26
DG5274 313.3123 26.2649 2.652e-16 2.37e-16 1.264e-16 85.2107 897.76
DG5275 312.9477 26.9075 2.742e-16 1.657e-16 8.792e-17 176.956 899.19
DG5276 312.8403 27.2776 2.899e-16 1.796e-16 9.44e-17 67.888 899.12
DG5277 312.8044 27.4604 3.691e-16 2.722e-16 1.156e-16 80.855 897.74
DG5278 314.3031 26.6603 2.744e-16 2.461e-16 1.426e-16 94.6546 898.72
DG5279 313.619 26.3565 4.146e-16 2.574e-16 1.44e-16 103.0441 897.91
DG5280 313.4754 26.9858 4.672e-16 3.744e-16 1.479e-16 81.1472 897.37
DG5281 313.9585 26.941 2.841e-16 2.224e-16 1.405e-16 74.87 898.53
DG5282 312.0873 26.2452 3.302e-16 2.546e-16 1.254e-16 109.2303 898.39
DG5283 313.4621 26.3788 3.793e-16 1.783e-16 1.011e-16 82.9419 898.12
DG5284 313.3582 27.0366 2.117e-16 1.778e-16 8.124e-17 91.7604 899.61
DG5285 313.8924 27.0197 2.146e-16 1.885e-16 6.33e-17 108.5898 897.99
DG5286 312.9694 26.6463 1.939e-16 1.769e-16 8.6e-17 89.7919 898.0
DG5287 313.2685 27.4355 2.585e-16 1.68e-16 7.441e-17 79.284 898.66
DG5288 313.2794 27.2376 2.678e-16 2.54e-16 1.341e-16 84.1914 897.99
