Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0578 44.3789 35.7093 3.083e-16 1.996e-16 9.753e-17 129.8705 1456.7
DG0579 44.0715 35.7727 1.492e-16 1.096e-16 4.753e-17 47.5844 1456.52
DG0580 44.6109 35.6837 1.121e-16 8.241e-17 4.082e-17 51.0078 1455.9
DG0581 44.5655 35.6614 1.059e-16 7.349e-17 2.842e-17 41.1569 1456.28
DG0582 44.266 35.8172 1.641e-16 1.04e-16 4.501e-17 41.9899 1456.65
DG0583 44.4103 35.7556 9.86e-17 8.329e-17 4.099e-17 47.528 1457.32
DG0584 44.4674 35.7166 1.088e-16 7.555e-17 4.09e-17 44.9443 1456.21
DG0585 44.6262 35.8079 1.06e-16 8.81e-17 3.852e-17 49.1969 1456.1
DG0586 44.1691 35.8118 9.138e-17 1.111e-16 4.319e-17 54.963 1455.27
DG0587 44.7438 35.7664 1.257e-16 8.678e-17 3.796e-17 53.7139 1455.94
DG0588 44.4822 35.6679 1.426e-16 1.267e-16 5.426e-17 47.5183 1456.51
DG0589 44.7989 35.7293 1.149e-16 8.009e-17 3.56e-17 45.9402 1457.45
DG0590 44.2465 35.887 1.199e-16 7.604e-17 4.55e-17 46.2177 1455.28
DG1312 84.8492 26.2194 8.637e-17 6.442e-17 3.313e-17 59.8562 1449.88
DG5840 28.5436 72.2939 1.083e-16 7.579e-17 3.334e-17 64.6126 1433.99
