Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5891 76.258 131.9938 1.207e-14 7.793e-15 1.955e-15 553.487 268.32
DG5892 73.5012 131.9939 3.882e-15 3.155e-15 1.044e-15 259.1297 268.07
DG5893 73.1385 132.4223 3.191e-15 4.16e-15 1.386e-15 293.7184 269.1
DG5894 75.2684 131.8962 3.877e-15 2.744e-15 1.207e-15 509.5984 269.43
DG5895 73.896 129.4795 4.44e-15 3.114e-15 1.42e-15 285.8337 270.25
DG5896 76.5943 131.3164 3.501e-15 2.906e-15 1.056e-15 245.136 271.03
DG5897 77.0559 129.7287 5.122e-15 3.013e-15 1.431e-15 284.1096 270.21
DG5898 74.6483 132.666 3.309e-15 2.126e-15 1.586e-15 264.9293 269.44
DG5899 73.2824 130.61 4.492e-15 3.056e-15 1.718e-15 287.2652 269.62
DG5900 76.0089 128.6182 4.912e-15 3.895e-15 1.439e-15 271.1777 267.95
DG5901 78.3002 131.4665 3.735e-15 3.019e-15 1.399e-15 309.6422 269.48
DG5902 76.9424 134.3108 4.727e-15 3.137e-15 1.912e-15 315.8248 269.39
DG5903 77.2209 130.687 3.741e-15 1.943e-15 1.299e-15 289.1164 268.77
DG5904 75.4679 135.1096 4.158e-15 2.858e-15 1.831e-15 292.395 268.75
DG5905 76.3755 129.2194 3.288e-15 3.103e-15 1.326e-15 384.7167 269.29
DG5906 77.0279 129.3687 3.927e-15 2.261e-15 1.085e-15 235.2911 269.2
DG5907 77.8414 132.2696 4.121e-15 2.657e-15 1.316e-15 294.6911 270.0
DG5908 75.5678 132.985 2.425e-15 1.91e-15 7.975e-16 523.143 269.26
DG5909 75.4875 129.4272 5.316e-15 3.231e-15 1.51e-15 284.6391 269.97
DG5910 75.736 129.9927 3.864e-15 3.486e-15 1.341e-15 265.4153 270.08
DG5911 78.4981 130.4259 5.063e-15 2.663e-15 1.674e-15 281.5367 269.96
DG5912 74.9306 131.0944 2.831e-15 2.148e-15 9.763e-16 268.3062 268.35
DG5913 75.1232 132.0452 4.373e-15 2.78e-15 1.315e-15 246.8856 271.25
DG5914 79.4497 132.1721 4.412e-15 3.003e-15 1.682e-15 246.1931 268.8
DG5915 75.3622 133.6999 2.895e-15 2.018e-15 8.009e-16 433.2393 268.47
DG5916 76.3256 132.3974 4.386e-15 3.092e-15 1.777e-15 260.3715 269.4
DG5917 77.1637 128.707 3.21e-15 2.723e-15 1.106e-15 239.8971 270.13
DG5918 77.988 132.4931 4.179e-15 2.752e-15 1.108e-15 234.9736 268.41
DG5919 78.0127 130.1558 3.511e-15 3.42e-15 1.073e-15 255.2197 269.28
DG5920 76.1205 132.9438 2.398e-15 2.128e-15 6.75e-16 338.2138 268.55
DG5921 76.1984 132.3508 4.263e-15 3.17e-15 1.304e-15 311.3505 268.49
