Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5671 26.0604 90.4852 1.726e-15 1.482e-15 4.703e-16 317.9952 532.96
DG5672 26.4636 90.9324 9.406e-16 8.636e-16 4.11e-16 164.7383 529.9
DG5673 25.4725 91.0072 1.085e-15 5.709e-16 3.645e-16 204.3634 530.64
DG5674 25.9654 90.0037 6.632e-16 4.568e-16 1.923e-16 180.7796 532.4
DG5675 25.4543 90.2771 1.052e-15 8.345e-16 4.243e-16 153.5959 529.72
DG5676 25.0368 90.3575 1.041e-15 7.262e-16 3.3e-16 159.3483 531.45
DG5677 25.1314 90.0706 1.017e-15 9.223e-16 4.278e-16 164.0903 529.85
DG5678 25.6042 90.2828 1.044e-15 8.884e-16 3.687e-16 139.0429 531.57
DG5679 25.567 90.6505 7.96e-16 6.34e-16 3.212e-16 118.4174 532.31
DG5680 26.279 91.2281 1.046e-15 6.766e-16 2.444e-16 127.8829 529.7
DG5681 25.3847 90.9041 1.081e-15 7.459e-16 3.396e-16 166.8466 531.3
DG5682 25.9506 90.7074 1.01e-15 9.333e-16 4.147e-16 176.9522 531.72
DG5683 26.2897 90.8516 1.343e-15 1.162e-15 3.6e-16 145.8064 531.88
DG5684 26.137 90.0297 6.023e-16 5.583e-16 2.92e-16 265.2134 531.71
DG5685 25.6853 90.1013 9.41e-16 8.611e-16 3.547e-16 126.0429 530.38
DG5686 25.3222 90.3435 7.757e-16 8.707e-16 3.086e-16 145.687 532.02
DG5687 25.2993 90.4515 6.608e-16 5.054e-16 2.504e-16 142.112 530.5
DG5688 26.5647 90.0506 6.884e-16 6.686e-16 4.24e-16 162.9127 531.82
