Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0148 344.9415 72.8136 8.889e-17 6.329e-17 2.623e-17 71.0008 1419.04
DG0149 344.9477 72.8246 1.03e-16 8.423e-17 4.357e-17 46.7505 1418.65
DG0150 344.8735 72.7188 9.565e-17 7.843e-17 3.386e-17 40.2054 1418.5
DG0151 344.8855 72.8316 1.185e-16 9.143e-17 3.406e-17 42.9054 1419.55
DG0152 344.8583 72.7172 1.323e-16 8.764e-17 4.524e-17 50.533 1419.12
DG4655 332.3755 64.4233 4.35e-16 2.229e-16 8.281e-17 189.6665 1428.33
DG4656 332.0153 64.4947 2.319e-16 1.355e-16 5.811e-17 46.3717 1425.48
DG4657 332.7607 63.841 1.12e-16 9.293e-17 4.646e-17 53.5688 1427.64
DG4658 331.9964 64.2509 7.549e-17 7.406e-17 3.645e-17 84.0852 1426.09
DG4659 332.4887 64.2543 8.232e-17 4.854e-17 2.82e-17 61.5519 1428.49
DG4660 332.6593 64.9224 1.358e-16 9.867e-17 5.016e-17 49.4575 1428.86
DG4661 332.198 63.7069 1.726e-16 1.256e-16 5.438e-17 52.6606 1428.02
DG4662 333.2424 64.5871 1.348e-16 1.144e-16 4.611e-17 50.9856 1425.78
DG4663 333.1593 64.4023 1.431e-16 1.025e-16 5.02e-17 51.553 1426.69
DG4664 332.5457 63.9717 1.382e-16 1.203e-16 4.619e-17 47.7901 1424.28
DG4665 332.5746 64.339 9.078e-17 6.61e-17 2.688e-17 60.4669 1428.58
DG4666 332.511 63.852 1.306e-16 1.362e-16 4.805e-17 60.9955 1428.35
DG4667 332.0621 64.4839 1.409e-16 1.059e-16 4.087e-17 45.4454 1423.88
DG4668 331.749 64.1144 1.528e-16 1.088e-16 5.502e-17 48.8088 1427.47
DG4669 332.3339 64.8825 1.832e-16 9.627e-17 6.057e-17 48.4906 1428.97
DG4670 333.1555 64.5571 1.715e-16 8.94e-17 4.535e-17 60.2296 1428.1
DG4671 331.9877 64.1357 8.524e-17 8.157e-17 3.285e-17 57.9908 1427.01
DG4672 332.5364 64.4797 1.085e-16 1.226e-16 4.999e-17 58.6291 1424.96
DG4673 332.7054 64.4461 1.295e-16 1.107e-16 6.025e-17 47.8884 1424.28
DG4674 331.9625 64.9636 1.239e-16 1.157e-16 4.69e-17 59.3627 1425.64
DG4675 332.1728 64.0831 9.124e-17 5.568e-17 3.197e-17 80.1731 1426.68
DG4676 332.0064 64.5774 1.416e-16 1.225e-16 4.231e-17 61.3181 1427.29
DG4677 333.0661 64.6496 1.975e-16 1.87e-16 4.756e-17 54.2357 1427.19
DG4678 331.8969 64.848 1.67e-16 1.446e-16 5.891e-17 58.0527 1425.57
DG4679 331.9821 64.2025 1.174e-16 1.232e-16 6.329e-17 50.7306 1424.49
DG4680 332.2142 64.3857 8.281e-17 6.914e-17 3.992e-17 79.8695 1426.96
DG4681 332.7501 64.3714 8.554e-17 5.18e-17 4.15e-17 55.9556 1426.41
DG4682 332.5399 63.8296 9.124e-17 9.021e-17 3.491e-17 56.4115 1427.36
DG4683 331.9855 64.7652 1.146e-16 1.19e-16 5.564e-17 65.0662 1428.28
DG4684 332.6715 64.3034 1.099e-16 8.337e-17 4.463e-17 95.5883 1428.85
DG4685 332.9461 63.9238 1.266e-16 9.9e-17 3.563e-17 51.9034 1428.41
DG4686 332.3526 64.5557 1.809e-16 1.089e-16 4.197e-17 46.424 1425.39
DG4687 332.2414 64.6079 9.07e-17 6.794e-17 2.432e-17 69.8952 1428.63
DG4688 331.6989 64.3256 1.052e-16 7.556e-17 3.83e-17 52.7959 1428.3
DG4689 332.0441 64.2208 1.012e-16 1.344e-16 6.413e-17 54.343 1426.58
DG4690 332.3078 64.0431 1.373e-16 1.036e-16 5.003e-17 52.3697 1425.65
