Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1198 191.2589 37.0783 1.447e-16 1.109e-16 5.485e-17 67.5848 1166.12
DG1199 191.4526 37.0378 1.792e-16 1.698e-16 9.148e-17 58.9374 1165.79
DG3713 184.5789 56.6667 5.949e-16 3.258e-16 1.395e-16 115.3855 1163.24
DG3714 184.5817 56.8806 2.317e-16 1.588e-16 6.31e-17 60.0056 1164.32
DG3715 184.4827 56.6941 2.138e-16 1.948e-16 9.202e-17 68.4007 1164.93
DG3716 184.6807 56.3953 1.571e-16 1.535e-16 7.047e-17 75.9293 1164.71
DG3717 184.4738 56.6406 2.082e-16 1.716e-16 5.854e-17 61.664 1164.45
DG3718 184.794 56.6948 1.335e-16 1.759e-16 5.751e-17 60.3472 1164.23
DG3719 184.5669 56.8213 1.839e-16 1.651e-16 7.897e-17 63.27 1165.51
DG3720 184.7177 56.4741 2.177e-16 1.519e-16 6.498e-17 60.479 1164.22
DG3721 184.6296 56.7214 1.452e-16 7.839e-17 4.988e-17 135.7286 1164.24
DG3722 184.3401 56.7327 1.139e-16 1.171e-16 6.644e-17 63.5135 1163.53
