Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG1987 258.2019 100.0836 2.934e-16 1.887e-16 1.047e-16 71.6196 949.82
DG2524 267.4079 105.0462 2.114e-16 1.497e-16 7.423e-17 226.0862 933.29
DG2525 267.0683 105.004 3.647e-16 3.193e-16 1.195e-16 75.5801 933.84
DG2526 267.4369 105.1454 2.949e-16 1.945e-16 1.187e-16 76.5237 934.5
DG2527 267.3461 105.3101 2.953e-16 2e-16 9.913e-17 87.1261 933.97
DG2528 267.5558 104.8295 2.392e-16 2.157e-16 1.16e-16 66.1133 934.54
DG2529 267.381 105.1174 3.115e-16 2.543e-16 1.115e-16 66.4622 933.49
DG2530 267.4548 105.2794 2.93e-16 1.872e-16 9.449e-17 64.2604 933.77
DG2531 267.3011 105.0228 2.722e-16 2.422e-16 1.117e-16 102.9468 933.91
DG2532 267.4101 105.0441 3.017e-16 2.799e-16 8.68e-17 88.2894 933.42
