Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0010 115.0491 24.5385 1.972e-15 1.498e-15 6.32e-16 266.8857 550.63
DG0011 114.9063 24.1789 1.02e-15 7.016e-16 3.281e-16 134.0728 551.39
DG0012 114.6359 24.9788 7.765e-16 6.368e-16 3.164e-16 136.2024 551.56
DG0013 114.293 24.0982 1.089e-15 8.432e-16 3.325e-16 132.1336 550.4
DG0014 114.814 24.4825 8.546e-16 5.482e-16 3.561e-16 103.6813 551.7
DG0015 114.5721 24.6123 7.456e-16 5.868e-16 3.276e-16 131.2645 551.32
DG0016 114.0772 24.4804 7.557e-16 5.936e-16 3.136e-16 118.2919 551.26
DG0017 114.5102 24.9037 7.692e-16 5.741e-16 3.078e-16 141.8992 551.78
DG0018 116.7361 24.7136 1.154e-15 6.249e-16 3.352e-16 137.9255 551.36
DG0019 114.1741 24.9444 7.144e-16 5.852e-16 2.805e-16 114.7042 550.31
DG0020 114.529 24.5728 5.004e-16 5.174e-16 2.197e-16 250.9187 550.76
DG0021 113.9508 24.9409 4.987e-16 4.082e-16 2.266e-16 119.177 551.09
