Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2911 68.2701 123.7776 5.438e-15 6.164e-15 2.47e-15 413.0923 266.04
DG2912 68.1028 123.7528 4.724e-15 2.607e-15 1.244e-15 224.9166 264.08
DG2913 68.0769 122.802 2.846e-15 2.553e-15 1.583e-15 234.4935 265.52
DG2914 69.423 124.0376 3.302e-15 2.885e-15 1.496e-15 276.2503 266.25
DG2915 68.9557 124.8067 3.238e-15 2.313e-15 1.285e-15 237.3324 265.57
DG2916 67.2921 124.2405 3.84e-15 1.629e-15 1.196e-15 224.5993 265.4
DG2917 68.2805 124.1469 3.747e-15 2.737e-15 1.205e-15 268.3743 264.62
DG2918 66.7087 124.1589 5.751e-15 3.93e-15 1.525e-15 299.6981 266.05
DG2919 68.3857 122.9554 5.271e-15 3.784e-15 1.526e-15 234.0314 263.94
DG2920 67.7395 124.0487 4.082e-15 2.038e-15 1.171e-15 264.0507 265.82
DG2921 68.9578 123.979 3.414e-15 3.092e-15 1.143e-15 248.8388 264.84
DG2922 68.5438 123.6795 3.039e-15 2.733e-15 1.315e-15 211.1208 265.33
