Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2509 293.5538 38.0817 1.096e-14 5.91e-15 2.9e-15 663.8362 291.57
DG2510 294.6244 38.4877 2.677e-15 2.566e-15 1.276e-15 413.5936 291.55
DG2511 292.9177 37.9061 4.124e-15 2.887e-15 7.638e-16 248.6442 291.29
DG2512 294.2194 38.7636 6.401e-15 3.79e-15 1.48e-15 264.9451 291.41
DG2513 293.1092 38.8383 5.014e-15 3.187e-15 9.273e-16 324.5175 291.49
DG2514 293.7406 38.2089 3.306e-15 2.267e-15 1.424e-15 260.9662 291.5
DG2515 293.6848 38.7099 2.679e-15 3.189e-15 1.209e-15 238.4078 291.44
DG2516 294.3946 37.5623 4.376e-15 2.622e-15 1.25e-15 325.3811 290.68
DG2517 293.4816 38.853 2.488e-15 1.717e-15 8.483e-16 331.9801 291.56
DG2518 293.1296 38.9107 3.338e-15 3.265e-15 1.545e-15 295.3413 291.4
