Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG0478 220.2251 73.5402 1.922e-16 1.044e-16 4.97e-17 81.0173 1212.62
DG0681 221.2637 88.3242 5.572e-16 2.512e-16 1.288e-16 130.1809 1219.8
DG0682 220.9789 87.9785 2.097e-16 1.209e-16 7.637e-17 59.3541 1219.71
DG0683 221.1572 88.3179 1.748e-16 1.437e-16 5.418e-17 65.335 1219.4
DG0684 221.3817 88.1089 1.741e-16 1.849e-16 6.412e-17 60.8364 1218.97
DG0685 221.2643 88.1922 1.086e-16 8.614e-17 4.348e-17 109.0792 1218.51
DG0686 220.9335 88.2001 1.529e-16 1.354e-16 7.583e-17 57.8338 1218.84
DG0687 221.0671 88.3218 1.638e-16 1.291e-16 6.736e-17 60.4648 1218.57
DG0688 221.292 88.4021 1.207e-16 5.655e-17 3.556e-17 110.6257 1220.39
DG0689 221.2845 88.6146 1.974e-16 1.533e-16 6.271e-17 73.382 1218.18
DG0690 221.2473 88.3242 1.869e-16 1.432e-16 6.365e-17 53.2739 1219.97
DG0691 221.0801 88.1597 2.013e-16 1.518e-16 6.374e-17 58.5626 1217.85
DG0692 221.6322 88.3398 1.027e-16 9.807e-17 4.327e-17 65.1225 1217.82
DG0693 221.6605 88.2382 1.604e-16 9.007e-17 4.765e-17 52.4601 1219.1
DG0694 221.3848 88.5656 1.968e-16 1.547e-16 7.053e-17 46.0469 1220.2
DG0695 221.1579 88.5174 1.652e-16 1.188e-16 5.621e-17 66.4295 1218.06
DG0696 221.0804 88.599 1.79e-16 1.35e-16 6.606e-17 59.4715 1219.27
