Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3846 237.0068 127.2939 3.22e-15 1.93e-15 8.683e-16 241.4398 511.41
DG3847 236.6731 126.7281 1.226e-15 8.075e-16 5.973e-16 152.95 511.37
DG3848 237.6035 127.686 1.251e-15 1.052e-15 4.765e-16 161.8433 511.34
DG3849 236.5262 126.8796 1.084e-15 8.125e-16 3.109e-16 132.1953 512.06
DG3850 236.7515 127.0736 5.534e-16 6.012e-16 3.141e-16 287.7323 510.54
DG3851 237.7095 126.8103 8.853e-16 8.292e-16 4.036e-16 209.8191 511.45
DG3852 237.2403 127.4478 8.613e-16 6.125e-16 2.665e-16 348.0163 511.48
DG3853 236.7875 126.9548 1.057e-15 7.158e-16 4.086e-16 236.3754 512.73
DG3854 236.4154 127.1407 1.044e-15 9.754e-16 4.774e-16 158.1952 510.97
DG3855 237.2459 126.9526 1.064e-15 6.696e-16 4.998e-16 139.67 512.62
DG3856 237.1801 126.7763 1.057e-15 9.017e-16 3.731e-16 151.4699 511.34
DG3857 237.5302 127.7844 1.72e-15 1.128e-15 4.678e-16 148.6568 510.5
DG3858 237.4055 127.3182 1.054e-15 9.475e-16 4.699e-16 169.1231 511.3
DG3859 235.927 127.4563 1.155e-15 1.08e-15 4.488e-16 142.5818 511.6
