Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG2910 254.9185 160.1966 6.778e-17 5.861e-17 3.133e-17 54.6054 1574.96
DG5210 280.3466 118.2378 2.119e-16 1.738e-16 5.673e-17 78.997 1582.16
DG5211 280.4602 118.1836 1.042e-16 8.753e-17 2.052e-17 46.5973 1582.22
DG5212 280.2586 118.3278 7.796e-17 4.929e-17 3.236e-17 43.0507 1582.82
DG5213 280.2095 118.1873 1.377e-16 9.711e-17 4.839e-17 47.122 1581.76
DG5214 280.4311 118.2164 1.069e-16 1.05e-16 4.35e-17 47.2577 1583.76
DG5215 280.1575 118.2674 1.11e-16 1.101e-16 4.733e-17 40.8706 1581.96
DG5216 280.2802 118.2629 6.979e-17 6.012e-17 2.011e-17 48.3263 1581.85
DG5217 280.1501 118.313 7.103e-17 7.7e-17 4.375e-17 43.3374 1582.25
DG5218 280.4535 118.3235 7.168e-17 6.134e-17 3.273e-17 41.2274 1581.58
DG5219 280.328 118.3126 1.047e-16 7.726e-17 4.05e-17 52.5592 1580.67
DG5220 280.2612 118.2518 1.169e-16 8.363e-17 3.716e-17 43.9314 1582.28
