Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG3008 125.5282 158.6471 5.875e-16 7.782e-16 4.308e-16 176.437 406.39
DG3009 126.2253 158.5559 1.588e-15 1.29e-15 4.424e-16 153.6781 405.94
DG3010 125.9083 158.6838 1.574e-15 1.382e-15 5.828e-16 165.5618 406.44
DG3011 126.4363 159.1405 1.364e-15 8.509e-16 4.639e-16 163.0413 406.54
DG3633 142.6976 135.551 4.311e-15 2.52e-15 1.312e-15 541.5775 424.39
DG3634 142.0734 135.6778 1.438e-15 1.086e-15 6.074e-16 188.343 423.83
DG3635 141.6195 135.8693 1.68e-15 1.445e-15 4.64e-16 151.841 423.93
DG3636 142.0936 135.5469 1.08e-15 9.452e-16 3.602e-16 154.8965 423.52
DG3637 143.2795 134.8348 1.56e-15 1.412e-15 5.076e-16 165.3934 423.66
DG3638 143.4406 135.9381 1.243e-15 1.29e-15 5.626e-16 203.1601 423.57
DG3639 142.3017 135.4092 1.121e-15 6.53e-16 4.704e-16 180.0265 423.19
DG3640 142.6063 135.9602 1.439e-15 1.037e-15 4.902e-16 173.0352 424.59
DG3641 143.2194 136.0345 1.633e-15 1.195e-15 6.09e-16 185.3329 423.58
DG3642 142.472 134.9882 1.748e-15 1.238e-15 3.994e-16 143.9631 423.84
DG3643 142.7689 134.6006 1.21e-15 1.157e-15 4.639e-16 182.798 425.15
