Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG5513 50.6278 90.4159 1.279e-15 1.583e-15 5.002e-16 258.7073 675.1
DG5514 49.9974 91.0363 5.856e-16 5.652e-16 2.863e-16 137.3716 676.86
DG5515 49.951 90.9674 6.779e-16 3.706e-16 2.468e-16 117.0854 675.05
DG5516 50.6981 90.9963 4.505e-16 3.704e-16 1.795e-16 119.3292 675.01
DG5517 50.0347 90.2974 5.21e-16 4.53e-16 1.566e-16 133.5487 677.31
DG5518 50.9469 90.9569 9.322e-16 5.631e-16 2.895e-16 124.2245 677.21
DG5519 50.145 90.9978 6.388e-16 4.686e-16 2.238e-16 105.2825 674.93
DG5520 51.0646 91.0641 5.812e-16 4.35e-16 1.948e-16 94.0385 676.22
DG5521 50.6439 91.1299 5.79e-16 5.347e-16 2.088e-16 113.0128 675.09
DG5522 50.645 90.0155 4.054e-16 3.083e-16 1.592e-16 178.6717 675.64
DG5523 50.4499 90.552 4.599e-16 4.342e-16 1.417e-16 276.7761 676.27
DG5524 50.7371 90.3425 5.927e-16 3.209e-16 1.625e-16 213.9129 676.13
DG5525 50.7529 90.9231 3.449e-16 3.246e-16 1.498e-16 111.7432 676.78
DG5526 50.3397 91.0259 7.33e-16 4.383e-16 1.815e-16 106.3069 675.04
DG5527 51.3844 89.7619 6.987e-16 5.288e-16 1.936e-16 106.6518 676.86
DG5528 50.2658 89.7486 3.11e-16 3.193e-16 1.053e-16 143.5574 675.01
DG5529 50.1879 89.5557 7.624e-16 5.176e-16 2.274e-16 147.5546 675.54
DG5530 50.6952 89.9298 5.54e-16 4.75e-16 2.073e-16 106.0061 676.25
DG5531 50.0157 90.6679 7.658e-16 5.663e-16 2.118e-16 122.2556 677.13
DG5532 50.7336 90.4683 6.296e-16 4.898e-16 2.707e-16 136.775 674.63
DG5533 51.0828 90.2438 6.579e-16 6.225e-16 2.412e-16 99.2771 675.62
