Name Equatorial Polar BlueF GreenF RedF Size RadialVelocity
DG6244 204.4519 86.2879 8.278e-15 4.606e-15 2.508e-15 651.6802 317.98
DG6245 204.3027 84.5517 1.757e-15 1.061e-15 6.053e-16 305.1971 315.6
DG6246 203.8889 87.1029 2.283e-15 2.484e-15 8.319e-16 234.6836 316.01
DG6247 204.5549 87.4347 3.38e-15 2.337e-15 1.153e-15 242.9733 315.39
DG6248 203.5729 87.1068 2.203e-15 1.714e-15 7.375e-16 300.7822 314.55
DG6249 205.2841 87.652 3.131e-15 2.507e-15 1.116e-15 290.2751 314.84
DG6250 205.484 85.4978 2.402e-15 1.405e-15 7.482e-16 343.5388 317.73
DG6251 204.1497 86.387 2.11e-15 1.647e-15 6.005e-16 295.5768 316.92
DG6252 204.7028 87.6358 1.568e-15 1.522e-15 8.566e-16 388.427 314.72
DG6253 203.9053 87.0059 3.608e-15 2.242e-15 1.435e-15 238.8681 317.64
DG6254 204.8242 85.0263 3.764e-15 2.368e-15 1.162e-15 280.9815 315.26
DG6255 203.2087 85.8895 3.15e-15 2.297e-15 7.582e-16 222.2165 318.26
DG6256 206.4031 87.6385 3.123e-15 1.817e-15 8.651e-16 211.6374 317.85
DG6257 204.1491 85.44 3.171e-15 2.036e-15 1.221e-15 218.6582 316.7
DG6258 204.2586 86.2997 1.7e-15 1.731e-15 7.738e-16 500.5602 317.9
DG6259 206.3062 85.4318 3.51e-15 2.734e-15 1.154e-15 277.3956 315.37
DG6260 205.5146 85.3346 3.365e-15 2.077e-15 1.334e-15 248.3198 316.7
DG6261 203.5022 84.9841 2.255e-15 1.986e-15 7.781e-16 194.869 317.67
DG6262 203.6447 84.2863 2.794e-15 2.653e-15 7.465e-16 242.7245 316.88
DG6263 204.4303 86.9814 4.744e-15 2.519e-15 1.267e-15 216.3178 316.5
DG6264 204.2298 87.3699 3.069e-15 1.876e-15 8.555e-16 251.1821 316.14
DG6265 205.8511 85.3397 1.72e-15 1.205e-15 7.959e-16 221.5307 315.67
DG6266 204.4053 86.3349 2.635e-15 2.581e-15 1.305e-15 213.4263 317.67
